Signature	Precision	Recall	F1-score	Support	Positive Class (in Red)
Sig -	0.7868852459016393	0.8421052631578947	0.8135593220338982	57.0	"Platinum
Treated"
Sig +	0.8301886792452831	0.7719298245614035	0.8	57.0	"Platinum
Treated"
Sig -	0.875	0.945945945945946	0.9090909090909092	37.0	TopRQ
Sig +	0.9411764705882352	0.8648648648648649	0.9014084507042254	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
Sig -	0.7704918032786885	0.8245614035087719	0.7966101694915254	57.0	"Platinum
Treated"
Sig +	0.8113207547169812	0.7543859649122807	0.7818181818181817	57.0	"Platinum
Treated"
Sig -	0.8536585365853658	0.945945945945946	0.8974358974358975	37.0	TopRQ
Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
Sig -	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
Sig +	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
Sig -	0.7692307692307693	0.6666666666666666	0.7142857142857142	15.0	Sig-
Sig +	0.7058823529411765	0.8	0.7500000000000001	15.0	Sig-
Sig -	0.7833333333333333	0.8245614035087719	0.8034188034188033	57.0	"Platinum
Treated"
Sig +	0.8148148148148148	0.7719298245614035	0.7927927927927928	57.0	"Platinum
Treated"
Sig -	0.8536585365853658	0.945945945945946	0.8974358974358975	37.0	TopRQ
Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
Sig -	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig +	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig -	0.6153846153846154	0.5333333333333333	0.5714285714285715	15.0	Sig-
Sig +	0.5882352941176471	0.6666666666666666	0.625	15.0	Sig-
Sig -	0.7727272727272727	0.8947368421052632	0.8292682926829269	57.0	"Platinum
Treated"
Sig +	0.875	0.7368421052631579	0.7999999999999999	57.0	"Platinum
Treated"
Sig -	0.8536585365853658	0.945945945945946	0.8974358974358975	37.0	TopRQ
Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
Sig -	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig +	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig -	0.6666666666666666	0.6666666666666666	0.6666666666666666	15.0	Sig-
Sig +	0.6666666666666666	0.6666666666666666	0.6666666666666666	15.0	Sig-
Sig -	0.78125	0.8771929824561403	0.8264462809917354	57.0	"Platinum
Treated"
Sig +	0.86	0.7543859649122807	0.8037383177570094	57.0	"Platinum
Treated"
Sig -	0.8717948717948718	0.918918918918919	0.8947368421052632	37.0	TopRQ
Sig +	0.9142857142857144	0.8648648648648649	0.888888888888889	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
Sig -	0.7878787878787878	0.912280701754386	0.8455284552845528	57.0	"Platinum
Treated"
Sig +	0.8958333333333334	0.7543859649122807	0.819047619047619	57.0	"Platinum
Treated"
Sig -	0.8536585365853658	0.945945945945946	0.8974358974358975	37.0	TopRQ
Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
Sig -	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig +	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig -	0.7058823529411765	0.8	0.7500000000000001	15.0	Sig-
Sig +	0.7692307692307693	0.6666666666666666	0.7142857142857142	15.0	Sig-
Sig -	0.7846153846153846	0.8947368421052632	0.8360655737704918	57.0	"Platinum
Treated"
Sig +	0.8775510204081632	0.7543859649122807	0.8113207547169812	57.0	"Platinum
Treated"
Sig -	0.8717948717948718	0.918918918918919	0.8947368421052632	37.0	TopRQ
Sig +	0.9142857142857144	0.8648648648648649	0.888888888888889	37.0	TopRQ
Sig -	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig +	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig -	0.75	1.0	0.8571428571428571	15.0	Sig-
Sig +	1.0	0.6666666666666666	0.8	15.0	Sig-
Sig -	0.7846153846153846	0.8947368421052632	0.8360655737704918	57.0	"Platinum
Treated"
Sig +	0.8775510204081632	0.7543859649122807	0.8113207547169812	57.0	"Platinum
Treated"
Sig -	0.875	0.945945945945946	0.9090909090909092	37.0	TopRQ
Sig +	0.9411764705882352	0.8648648648648649	0.9014084507042254	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7368421052631579	0.9333333333333332	0.8235294117647058	15.0	Sig-
Sig +	0.9090909090909092	0.6666666666666666	0.7692307692307692	15.0	Sig-
Sig -	0.8032786885245902	0.8596491228070176	0.8305084745762712	57.0	"Platinum
Treated"
Sig +	0.8490566037735849	0.7894736842105263	0.8181818181818182	57.0	"Platinum
Treated"
Sig -	0.8780487804878049	0.972972972972973	0.923076923076923	37.0	TopRQ
Sig +	0.9696969696969696	0.8648648648648649	0.9142857142857144	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7222222222222222	0.8666666666666667	0.7878787878787877	15.0	Sig-
Sig +	0.8333333333333334	0.6666666666666666	0.7407407407407408	15.0	Sig-
Sig -	0.7846153846153846	0.8947368421052632	0.8360655737704918	57.0	"Platinum
Treated"
Sig +	0.8775510204081632	0.7543859649122807	0.8113207547169812	57.0	"Platinum
Treated"
Sig -	0.8421052631578947	0.8648648648648649	0.8533333333333334	37.0	TopRQ
Sig +	0.8611111111111112	0.8378378378378378	0.8493150684931507	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
Sig -	0.7761194029850746	0.912280701754386	0.8387096774193548	57.0	"Platinum
Treated"
Sig +	0.8936170212765957	0.7368421052631579	0.8076923076923077	57.0	"Platinum
Treated"
Sig -	0.8947368421052632	0.918918918918919	0.9066666666666668	37.0	TopRQ
Sig +	0.9166666666666666	0.8918918918918919	0.9041095890410958	37.0	TopRQ
Sig -	0.9166666666666666	1.0	0.9565217391304348	22.0	Sig+
Sig +	1.0	0.9090909090909092	0.9523809523809524	22.0	Sig+
Sig -	0.7777777777777778	0.9333333333333332	0.8484848484848485	15.0	Sig-
Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
Sig -	0.803030303030303	0.9298245614035088	0.8617886178861788	57.0	"Platinum
Treated"
Sig +	0.9166666666666666	0.7719298245614035	0.838095238095238	57.0	"Platinum
Treated"
Sig -	0.85	0.918918918918919	0.8831168831168831	37.0	TopRQ
Sig +	0.9117647058823528	0.8378378378378378	0.8732394366197184	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
Sig -	0.7868852459016393	0.8421052631578947	0.8135593220338982	57.0	"Platinum
Treated"
Sig +	0.8301886792452831	0.7719298245614035	0.8	57.0	"Platinum
Treated"
Sig -	0.8409090909090909	1.0	0.9135802469135804	37.0	TopRQ
Sig +	1.0	0.8108108108108109	0.8955223880597014	37.0	TopRQ
Sig -	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
Sig +	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
Sig -	0.8	0.8	0.8000000000000002	15.0	Sig-
Sig +	0.8	0.8	0.8000000000000002	15.0	Sig-
Sig -	0.78125	0.8771929824561403	0.8264462809917354	57.0	"Platinum
Treated"
Sig +	0.86	0.7543859649122807	0.8037383177570094	57.0	"Platinum
Treated"
Sig -	0.8809523809523809	1.0	0.9367088607594936	37.0	TopRQ
Sig +	1.0	0.8648648648648649	0.927536231884058	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
Sig +	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
Sig -	0.7777777777777778	0.8596491228070176	0.8166666666666668	57.0	"Platinum
Treated"
Sig +	0.8431372549019608	0.7543859649122807	0.7962962962962964	57.0	"Platinum
Treated"
Sig -	0.8461538461538461	0.8918918918918919	0.868421052631579	37.0	TopRQ
Sig +	0.8857142857142857	0.8378378378378378	0.8611111111111112	37.0	TopRQ
Sig -	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig +	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig -	0.8666666666666667	0.8666666666666667	0.8666666666666667	15.0	Sig-
Sig +	0.8666666666666667	0.8666666666666667	0.8666666666666667	15.0	Sig-
Sig -	0.8	0.912280701754386	0.8524590163934427	57.0	"Platinum
Treated"
Sig +	0.8979591836734694	0.7719298245614035	0.8301886792452831	57.0	"Platinum
Treated"
Sig -	0.8372093023255814	0.972972972972973	0.9	37.0	TopRQ
Sig +	0.967741935483871	0.8108108108108109	0.8823529411764706	37.0	TopRQ
Sig -	0.9047619047619048	0.8636363636363636	0.8837209302325582	22.0	Sig+
Sig +	0.8695652173913043	0.9090909090909092	0.888888888888889	22.0	Sig+
Sig -	0.8333333333333334	1.0	0.9090909090909092	15.0	Sig-
Sig +	1.0	0.8	0.888888888888889	15.0	Sig-
Sig -	0.7833333333333333	0.8245614035087719	0.8034188034188033	57.0	"Platinum
Treated"
Sig +	0.8148148148148148	0.7719298245614035	0.7927927927927928	57.0	"Platinum
Treated"
Sig -	0.8461538461538461	0.8918918918918919	0.868421052631579	37.0	TopRQ
Sig +	0.8857142857142857	0.8378378378378378	0.8611111111111112	37.0	TopRQ
Sig -	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig +	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig -	0.6875	0.7333333333333333	0.7096774193548386	15.0	Sig-
Sig +	0.7142857142857143	0.6666666666666666	0.689655172413793	15.0	Sig-
Sig -	0.7758620689655172	0.7894736842105263	0.7826086956521741	57.0	"Platinum
Treated"
Sig +	0.7857142857142857	0.7719298245614035	0.7787610619469025	57.0	"Platinum
Treated"
Sig -	0.8571428571428571	0.972972972972973	0.9113924050632912	37.0	TopRQ
Sig +	0.96875	0.8378378378378378	0.8985507246376812	37.0	TopRQ
Sig -	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
Sig +	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
Sig -	0.7368421052631579	0.9333333333333332	0.8235294117647058	15.0	Sig-
Sig +	0.9090909090909092	0.6666666666666666	0.7692307692307692	15.0	Sig-
Sig -	0.765625	0.8596491228070176	0.8099173553719009	57.0	"Platinum
Treated"
Sig +	0.84	0.7368421052631579	0.7850467289719626	57.0	"Platinum
Treated"
Sig -	0.8780487804878049	0.972972972972973	0.923076923076923	37.0	TopRQ
Sig +	0.9696969696969696	0.8648648648648649	0.9142857142857144	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7777777777777778	0.9333333333333332	0.8484848484848485	15.0	Sig-
Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
Sig -	0.796875	0.8947368421052632	0.8429752066115702	57.0	"Platinum
Treated"
Sig +	0.88	0.7719298245614035	0.822429906542056	57.0	"Platinum
Treated"
Sig -	0.8372093023255814	0.972972972972973	0.9	37.0	TopRQ
Sig +	0.967741935483871	0.8108108108108109	0.8823529411764706	37.0	TopRQ
Sig -	0.9090909090909092	0.9090909090909092	0.9090909090909092	22.0	Sig+
Sig +	0.9090909090909092	0.9090909090909092	0.9090909090909092	22.0	Sig+
Sig -	0.7333333333333333	0.7333333333333333	0.7333333333333333	15.0	Sig-
Sig +	0.7333333333333333	0.7333333333333333	0.7333333333333333	15.0	Sig-
Sig -	0.796875	0.8947368421052632	0.8429752066115702	57.0	"Platinum
Treated"
Sig +	0.88	0.7719298245614035	0.822429906542056	57.0	"Platinum
Treated"
Sig -	0.8292682926829268	0.918918918918919	0.8717948717948718	37.0	TopRQ
Sig +	0.9090909090909092	0.8108108108108109	0.8571428571428571	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.8235294117647058	0.9333333333333332	0.8749999999999999	15.0	Sig-
Sig +	0.9230769230769232	0.8	0.8571428571428571	15.0	Sig-
Sig -	0.796875	0.8947368421052632	0.8429752066115702	57.0	"Platinum
Treated"
Sig +	0.88	0.7719298245614035	0.822429906542056	57.0	"Platinum
Treated"
Sig -	0.8571428571428571	0.972972972972973	0.9113924050632912	37.0	TopRQ
Sig +	0.96875	0.8378378378378378	0.8985507246376812	37.0	TopRQ
Sig -	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
Sig +	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
Sig -	0.7777777777777778	0.9333333333333332	0.8484848484848485	15.0	Sig-
Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
Sig -	0.7846153846153846	0.8947368421052632	0.8360655737704918	57.0	"Platinum
Treated"
Sig +	0.8775510204081632	0.7543859649122807	0.8113207547169812	57.0	"Platinum
Treated"
Sig -	0.8809523809523809	1.0	0.9367088607594936	37.0	TopRQ
Sig +	1.0	0.8648648648648649	0.927536231884058	37.0	TopRQ
Sig -	0.9166666666666666	1.0	0.9565217391304348	22.0	Sig+
Sig +	1.0	0.9090909090909092	0.9523809523809524	22.0	Sig+
Sig -	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
Sig +	0.75	0.8	0.7741935483870969	15.0	Sig-
Sig -	0.7971014492753623	0.9649122807017544	0.8730158730158731	57.0	"Platinum
Treated"
Sig +	0.9555555555555556	0.7543859649122807	0.8431372549019609	57.0	"Platinum
Treated"
Sig -	0.8409090909090909	1.0	0.9135802469135804	37.0	TopRQ
Sig +	1.0	0.8108108108108109	0.8955223880597014	37.0	TopRQ
Sig -	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig +	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig -	0.7777777777777778	0.9333333333333332	0.8484848484848485	15.0	Sig-
Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
Sig -	0.7936507936507936	0.8771929824561403	0.8333333333333334	57.0	"Platinum
Treated"
Sig +	0.8627450980392157	0.7719298245614035	0.8148148148148149	57.0	"Platinum
Treated"
Sig -	0.825	0.8918918918918919	0.8571428571428571	37.0	TopRQ
Sig +	0.8823529411764706	0.8108108108108109	0.8450704225352113	37.0	TopRQ
Sig -	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig +	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
Sig -	0.7761194029850746	0.912280701754386	0.8387096774193548	57.0	"Platinum
Treated"
Sig +	0.8936170212765957	0.7368421052631579	0.8076923076923077	57.0	"Platinum
Treated"
Sig -	0.8604651162790697	1.0	0.925	37.0	TopRQ
Sig +	1.0	0.8378378378378378	0.911764705882353	37.0	TopRQ
Sig -	0.9047619047619048	0.8636363636363636	0.8837209302325582	22.0	Sig+
Sig +	0.8695652173913043	0.9090909090909092	0.888888888888889	22.0	Sig+
Sig -	0.7058823529411765	0.8	0.7500000000000001	15.0	Sig-
Sig +	0.7692307692307693	0.6666666666666666	0.7142857142857142	15.0	Sig-
Sig -	0.796875	0.8947368421052632	0.8429752066115702	57.0	"Platinum
Treated"
Sig +	0.88	0.7719298245614035	0.822429906542056	57.0	"Platinum
Treated"
Sig -	0.8461538461538461	0.8918918918918919	0.868421052631579	37.0	TopRQ
Sig +	0.8857142857142857	0.8378378378378378	0.8611111111111112	37.0	TopRQ
Sig -	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig +	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig -	0.7894736842105263	1.0	0.8823529411764706	15.0	Sig-
Sig +	1.0	0.7333333333333333	0.846153846153846	15.0	Sig-
Sig -	0.7966101694915254	0.8245614035087719	0.8103448275862069	57.0	"Platinum
Treated"
Sig +	0.8181818181818182	0.7894736842105263	0.8035714285714286	57.0	"Platinum
Treated"
Sig -	0.8717948717948718	0.918918918918919	0.8947368421052632	37.0	TopRQ
Sig +	0.9142857142857144	0.8648648648648649	0.888888888888889	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7142857142857143	0.6666666666666666	0.689655172413793	15.0	Sig-
Sig +	0.6875	0.7333333333333333	0.7096774193548386	15.0	Sig-
Sig -	0.7704918032786885	0.8245614035087719	0.7966101694915254	57.0	"Platinum
Treated"
Sig +	0.8113207547169812	0.7543859649122807	0.7818181818181817	57.0	"Platinum
Treated"
Sig -	0.8536585365853658	0.945945945945946	0.8974358974358975	37.0	TopRQ
Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
Sig -	0.9130434782608696	0.9545454545454546	0.9333333333333332	22.0	Sig+
Sig +	0.9523809523809524	0.9090909090909092	0.9302325581395348	22.0	Sig+
Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
Sig -	0.7777777777777778	0.8596491228070176	0.8166666666666668	57.0	"Platinum
Treated"
Sig +	0.8431372549019608	0.7543859649122807	0.7962962962962964	57.0	"Platinum
Treated"
Sig -	0.8536585365853658	0.945945945945946	0.8974358974358975	37.0	TopRQ
Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
Sig -	0.9166666666666666	1.0	0.9565217391304348	22.0	Sig+
Sig +	1.0	0.9090909090909092	0.9523809523809524	22.0	Sig+
Sig -	0.7368421052631579	0.9333333333333332	0.8235294117647058	15.0	Sig-
Sig +	0.9090909090909092	0.6666666666666666	0.7692307692307692	15.0	Sig-
Sig -	0.7878787878787878	0.912280701754386	0.8455284552845528	57.0	"Platinum
Treated"
Sig +	0.8958333333333334	0.7543859649122807	0.819047619047619	57.0	"Platinum
Treated"
Sig -	0.8571428571428571	0.972972972972973	0.9113924050632912	37.0	TopRQ
Sig +	0.96875	0.8378378378378378	0.8985507246376812	37.0	TopRQ
Sig -	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig +	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig -	0.75	0.8	0.7741935483870969	15.0	Sig-
Sig +	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
Sig -	0.7971014492753623	0.9649122807017544	0.8730158730158731	57.0	"Platinum
Treated"
Sig +	0.9555555555555556	0.7543859649122807	0.8431372549019609	57.0	"Platinum
Treated"
Sig -	0.8372093023255814	0.972972972972973	0.9	37.0	TopRQ
Sig +	0.967741935483871	0.8108108108108109	0.8823529411764706	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7272727272727273	0.5333333333333333	0.6153846153846153	15.0	Sig-
Sig +	0.631578947368421	0.8	0.7058823529411765	15.0	Sig-
Sig -	0.7758620689655172	0.7894736842105263	0.7826086956521741	57.0	"Platinum
Treated"
Sig +	0.7857142857142857	0.7719298245614035	0.7787610619469025	57.0	"Platinum
Treated"
Sig -	0.8529411764705882	0.7837837837837838	0.8169014084507041	37.0	TopRQ
Sig +	0.8	0.8648648648648649	0.8311688311688312	37.0	TopRQ
Sig -	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig +	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig -	0.8235294117647058	0.9333333333333332	0.8749999999999999	15.0	Sig-
Sig +	0.9230769230769232	0.8	0.8571428571428571	15.0	Sig-
Sig -	0.7903225806451613	0.8596491228070176	0.823529411764706	57.0	"Platinum
Treated"
Sig +	0.8461538461538461	0.7719298245614035	0.8073394495412844	57.0	"Platinum
Treated"
Sig -	0.8333333333333334	0.945945945945946	0.8860759493670887	37.0	TopRQ
Sig +	0.9375	0.8108108108108109	0.8695652173913043	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7333333333333333	0.7333333333333333	0.7333333333333333	15.0	Sig-
Sig +	0.7333333333333333	0.7333333333333333	0.7333333333333333	15.0	Sig-
Sig -	0.8	0.8421052631578947	0.8205128205128205	57.0	"Platinum
Treated"
Sig +	0.8333333333333334	0.7894736842105263	0.8108108108108109	57.0	"Platinum
Treated"
Sig -	0.875	0.945945945945946	0.9090909090909092	37.0	TopRQ
Sig +	0.9411764705882352	0.8648648648648649	0.9014084507042254	37.0	TopRQ
Sig -	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig +	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig -	0.7333333333333333	0.7333333333333333	0.7333333333333333	15.0	Sig-
Sig +	0.7333333333333333	0.7333333333333333	0.7333333333333333	15.0	Sig-
Sig -	0.7846153846153846	0.8947368421052632	0.8360655737704918	57.0	"Platinum
Treated"
Sig +	0.8775510204081632	0.7543859649122807	0.8113207547169812	57.0	"Platinum
Treated"
Sig -	0.8571428571428571	0.972972972972973	0.9113924050632912	37.0	TopRQ
Sig +	0.96875	0.8378378378378378	0.8985507246376812	37.0	TopRQ
Sig -	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig +	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig -	0.7142857142857143	0.6666666666666666	0.689655172413793	15.0	Sig-
Sig +	0.6875	0.7333333333333333	0.7096774193548386	15.0	Sig-
Sig -	0.7741935483870968	0.8421052631578947	0.8067226890756302	57.0	"Platinum
Treated"
Sig +	0.8269230769230769	0.7543859649122807	0.7889908256880734	57.0	"Platinum
Treated"
Sig -	0.8536585365853658	0.945945945945946	0.8974358974358975	37.0	TopRQ
Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7894736842105263	1.0	0.8823529411764706	15.0	Sig-
Sig +	1.0	0.7333333333333333	0.846153846153846	15.0	Sig-
Sig -	0.8	0.912280701754386	0.8524590163934427	57.0	"Platinum
Treated"
Sig +	0.8979591836734694	0.7719298245614035	0.8301886792452831	57.0	"Platinum
Treated"
Sig -	0.8536585365853658	0.945945945945946	0.8974358974358975	37.0	TopRQ
Sig +	0.9393939393939394	0.8378378378378378	0.8857142857142858	37.0	TopRQ
Sig -	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
Sig +	0.9545454545454546	0.9545454545454546	0.9545454545454546	22.0	Sig+
Sig -	0.6875	0.7333333333333333	0.7096774193548386	15.0	Sig-
Sig +	0.7142857142857143	0.6666666666666666	0.689655172413793	15.0	Sig-
Sig -	0.78125	0.8771929824561403	0.8264462809917354	57.0	"Platinum
Treated"
Sig +	0.86	0.7543859649122807	0.8037383177570094	57.0	"Platinum
Treated"
Sig -	0.8461538461538461	0.8918918918918919	0.868421052631579	37.0	TopRQ
Sig +	0.8857142857142857	0.8378378378378378	0.8611111111111112	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.6875	0.7333333333333333	0.7096774193548386	15.0	Sig-
Sig +	0.7142857142857143	0.6666666666666666	0.689655172413793	15.0	Sig-
Sig -	0.7846153846153846	0.8947368421052632	0.8360655737704918	57.0	"Platinum
Treated"
Sig +	0.8775510204081632	0.7543859649122807	0.8113207547169812	57.0	"Platinum
Treated"
Sig -	0.8571428571428571	0.972972972972973	0.9113924050632912	37.0	TopRQ
Sig +	0.96875	0.8378378378378378	0.8985507246376812	37.0	TopRQ
Sig -	1.0	0.9545454545454546	0.9767441860465116	22.0	Sig+
Sig +	0.9565217391304348	1.0	0.9777777777777776	22.0	Sig+
Sig -	0.75	0.8	0.7741935483870969	15.0	Sig-
Sig +	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
Sig -	0.7910447761194029	0.9298245614035088	0.8548387096774193	57.0	"Platinum
Treated"
Sig +	0.9148936170212766	0.7543859649122807	0.8269230769230769	57.0	"Platinum
Treated"
Sig -	0.8333333333333334	0.945945945945946	0.8860759493670887	37.0	TopRQ
Sig +	0.9375	0.8108108108108109	0.8695652173913043	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7647058823529411	0.8666666666666667	0.8125	15.0	Sig-
Sig +	0.8461538461538461	0.7333333333333333	0.7857142857142856	15.0	Sig-
Sig -	0.7619047619047619	0.8421052631578947	0.8	57.0	"Platinum
Treated"
Sig +	0.8235294117647058	0.7368421052631579	0.7777777777777778	57.0	"Platinum
Treated"
Sig -	0.8809523809523809	1.0	0.9367088607594936	37.0	TopRQ
Sig +	1.0	0.8648648648648649	0.927536231884058	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7142857142857143	0.6666666666666666	0.689655172413793	15.0	Sig-
Sig +	0.6875	0.7333333333333333	0.7096774193548386	15.0	Sig-
Sig -	0.7903225806451613	0.8596491228070176	0.823529411764706	57.0	"Platinum
Treated"
Sig +	0.8461538461538461	0.7719298245614035	0.8073394495412844	57.0	"Platinum
Treated"
Sig -	0.8809523809523809	1.0	0.9367088607594936	37.0	TopRQ
Sig +	1.0	0.8648648648648649	0.927536231884058	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7777777777777778	0.9333333333333332	0.8484848484848485	15.0	Sig-
Sig +	0.9166666666666666	0.7333333333333333	0.8148148148148148	15.0	Sig-
Sig -	0.7894736842105263	0.7894736842105263	0.7894736842105263	57.0	"Platinum
Treated"
Sig +	0.7894736842105263	0.7894736842105263	0.7894736842105263	57.0	"Platinum
Treated"
Sig -	0.8717948717948718	0.918918918918919	0.8947368421052632	37.0	TopRQ
Sig +	0.9142857142857144	0.8648648648648649	0.888888888888889	37.0	TopRQ
Sig -	1.0	1.0	1.0	22.0	Sig+
Sig +	1.0	1.0	1.0	22.0	Sig+
Sig -	0.7857142857142857	0.7333333333333333	0.7586206896551724	15.0	Sig-
Sig +	0.75	0.8	0.7741935483870969	15.0	Sig-
Sig -	0.7741935483870968	0.8421052631578947	0.8067226890756302	57.0	"Platinum
Treated"
Sig +	0.8269230769230769	0.7543859649122807	0.7889908256880734	57.0	"Platinum
Treated"
Sig -	0.8292682926829268	0.918918918918919	0.8717948717948718	37.0	TopRQ
